End Date of MMWR Week,Respiratory Illness,Age Group,Weekly Count ED Visits,as_of
2024-06-29,COVID-19,02-04 Years,449,2025-06-27
2024-06-29,COVID-19,05-11 Years,397,2025-06-27
2024-06-29,COVID-19,12-17 Years,479,2025-06-27
2024-06-29,COVID-19,18-64 Years,13967,2025-06-27
2024-06-29,COVID-19,65+ Years,11008,2025-06-27
2024-06-29,Influenza,All Ages,4636,2025-06-27
2024-06-29,Influenza,00-01 Years,291,2025-06-27
2024-06-29,Influenza,02-04 Years,335,2025-06-27
2024-06-29,Influenza,05-11 Years,382,2025-06-27
2024-06-29,Influenza,12-17 Years,217,2025-06-27
2024-06-29,Influenza,18-64 Years,2486,2025-06-27
2024-06-29,Influenza,65+ Years,925,2025-06-27
2024-06-29,RSV,All Ages,366,2025-06-27
2024-06-29,RSV,00-01 Years,202,2025-06-27
2024-06-29,RSV,02-04 Years,55,2025-06-27
2024-06-29,RSV,05-11 Years,8,2025-06-27
2024-06-29,RSV,12-17 Years,4,2025-06-27
2024-06-29,RSV,18-64 Years,52,2025-06-27
2024-06-29,RSV,65+ Years,45,2025-06-27
2024-06-29,Combined,All Ages,33651,2025-06-27
2024-06-29,Combined,00-01 Years,2842,2025-06-27
2024-06-29,Combined,02-04 Years,839,2025-06-27
2024-06-29,Combined,05-11 Years,787,2025-06-27
2024-06-29,Combined,12-17 Years,700,2025-06-27
2024-06-29,Combined,18-64 Years,16505,2025-06-27
2024-06-29,Combined,65+ Years,11978,2025-06-27
2024-07-06,COVID-19,All Ages,35952,2025-07-04
2024-07-06,COVID-19,00-01 Years,3282,2025-07-04
2024-07-06,COVID-19,02-04 Years,622,2025-07-04
2024-07-06,COVID-19,05-11 Years,635,2025-07-04
2024-07-06,COVID-19,12-17 Years,645,2025-07-04
2024-07-06,COVID-19,18-64 Years,16995,2025-07-04
2024-07-06,COVID-19,65+ Years,13773,2025-07-04
2024-07-06,Influenza,All Ages,4354,2025-07-04
2024-07-06,Influenza,00-01 Years,297,2025-07-04
2024-07-06,Influenza,02-04 Years,346,2025-07-04
2024-07-06,Influenza,05-11 Years,338,2025-07-04
2024-07-06,Influenza,12-17 Years,204,2025-07-04
2024-07-06,Influenza,18-64 Years,2260,2025-07-04
2024-07-06,Influenza,65+ Years,909,2025-07-04
2024-07-06,RSV,All Ages,369,2025-07-04
2024-07-06,RSV,00-01 Years,191,2025-07-04
2024-07-06,RSV,02-04 Years,76,2025-07-04
2024-07-06,RSV,05-11 Years,11,2025-07-04
2024-07-06,RSV,12-17 Years,1,2025-07-04
2024-07-06,RSV,18-64 Years,38,2025-07-04
2024-07-06,RSV,65+ Years,52,2025-07-04
2024-07-06,Combined,All Ages,40675,2025-07-04
2024-07-06,Combined,00-01 Years,3770,2025-07-04
2024-07-06,Combined,02-04 Years,1044,2025-07-04
2024-07-06,Combined,05-11 Years,984,2025-07-04
2024-07-06,Combined,12-17 Years,850,2025-07-04
2024-07-06,Combined,18-64 Years,19293,2025-07-04
2024-07-06,Combined,65+ Years,14734,2025-07-04
2024-07-13,COVID-19,All Ages,45010,2025-07-11
2024-07-13,COVID-19,00-01 Years,4368,2025-07-11
2024-07-13,COVID-19,02-04 Years,859,2025-07-11
2024-07-13,COVID-19,05-11 Years,856,2025-07-11
2024-07-13,COVID-19,12-17 Years,898,2025-07-11
2024-07-13,COVID-19,18-64 Years,22103,2025-07-11
2024-07-13,COVID-19,65+ Years,15926,2025-07-11
2024-07-13,Influenza,All Ages,4127,2025-07-11
2024-07-13,Influenza,00-01 Years,292,2025-07-11
2024-07-13,Influenza,02-04 Years,289,2025-07-11
2024-07-13,Influenza,05-11 Years,315,2025-07-11
2024-07-13,Influenza,12-17 Years,198,2025-07-11
2024-07-13,Influenza,18-64 Years,2213,2025-07-11
2024-07-13,Influenza,65+ Years,820,2025-07-11
2024-07-13,RSV,All Ages,321,2025-07-11
2024-07-13,RSV,00-01 Years,167,2025-07-11
2024-07-13,RSV,02-04 Years,53,2025-07-11
2024-07-13,RSV,05-11 Years,12,2025-07-11
2024-07-13,RSV,12-17 Years,3,2025-07-11
2024-07-13,RSV,18-64 Years,49,2025-07-11
2024-07-13,RSV,65+ Years,37,2025-07-11
2024-07-13,Combined,All Ages,49458,2025-07-11
2024-07-13,Combined,00-01 Years,4827,2025-07-11
2024-07-13,Combined,02-04 Years,1201,2025-07-11
2024-07-13,Combined,05-11 Years,1183,2025-07-11
2024-07-13,Combined,12-17 Years,1099,2025-07-11
2024-07-13,Combined,18-64 Years,24365,2025-07-11
2024-07-13,Combined,65+ Years,16783,2025-07-11
2024-07-20,COVID-19,All Ages,52298,2025-07-18
2024-07-20,COVID-19,00-01 Years,5085,2025-07-18
2024-07-20,COVID-19,02-04 Years,1065,2025-07-18
2024-07-20,COVID-19,05-11 Years,1161,2025-07-18
2024-07-20,COVID-19,12-17 Years,1087,2025-07-18
2024-07-20,COVID-19,18-64 Years,25638,2025-07-18
2024-07-20,COVID-19,65+ Years,18262,2025-07-18
2024-07-20,Influenza,All Ages,3924,2025-07-18
2024-07-20,Influenza,00-01 Years,276,2025-07-18
2024-07-20,Influenza,02-04 Years,271,2025-07-18
2024-07-20,Influenza,05-11 Years,294,2025-07-18
2024-07-20,Influenza,12-17 Years,178,2025-07-18
2024-07-20,Influenza,18-64 Years,2139,2025-07-18
2024-07-20,Influenza,65+ Years,766,2025-07-18
2024-07-20,RSV,All Ages,343,2025-07-18
2024-07-20,RSV,00-01 Years,189,2025-07-18
2024-07-20,RSV,02-04 Years,60,2025-07-18
2024-07-20,RSV,05-11 Years,10,2025-07-18
2024-07-20,RSV,12-17 Years,1,2025-07-18
2024-07-20,RSV,18-64 Years,42,2025-07-18
2024-07-20,RSV,65+ Years,41,2025-07-18
2024-07-20,Combined,All Ages,56565,2025-07-18
2024-07-20,Combined,00-01 Years,5550,2025-07-18
2024-07-20,Combined,02-04 Years,1396,2025-07-18
2024-07-20,Combined,05-11 Years,1465,2025-07-18
2024-07-20,Combined,12-17 Years,1266,2025-07-18
2024-07-20,Combined,18-64 Years,27819,2025-07-18
2024-07-20,Combined,65+ Years,19069,2025-07-18
2024-07-27,COVID-19,All Ages,59702,2025-07-25
2024-07-27,COVID-19,00-01 Years,6140,2025-07-25
2024-07-27,COVID-19,02-04 Years,1310,2025-07-25
2024-07-27,COVID-19,05-11 Years,1327,2025-07-25
2024-07-27,COVID-19,12-17 Years,1262,2025-07-25
2024-07-27,COVID-19,18-64 Years,29252,2025-07-25
2024-07-27,COVID-19,65+ Years,20411,2025-07-25
2024-07-27,Influenza,All Ages,3718,2025-07-25
2024-07-27,Influenza,00-01 Years,248,2025-07-25
2024-07-27,Influenza,02-04 Years,233,2025-07-25
2024-07-27,Influenza,05-11 Years,293,2025-07-25
2024-07-27,Influenza,12-17 Years,148,2025-07-25
2024-07-27,Influenza,18-64 Years,2057,2025-07-25
2024-07-27,Influenza,65+ Years,739,2025-07-25
2024-07-27,RSV,All Ages,341,2025-07-25
2024-07-27,RSV,00-01 Years,195,2025-07-25
2024-07-27,RSV,02-04 Years,57,2025-07-25
2024-07-27,RSV,05-11 Years,12,2025-07-25
2024-07-27,RSV,12-17 Years,1,2025-07-25
2024-07-27,RSV,18-64 Years,35,2025-07-25
2024-07-27,RSV,65+ Years,41,2025-07-25
2024-07-27,Combined,All Ages,63761,2025-07-25
2024-07-27,Combined,00-01 Years,6583,2025-07-25
2024-07-27,Combined,02-04 Years,1600,2025-07-25
2024-07-27,Combined,05-11 Years,1632,2025-07-25
2024-07-27,Combined,12-17 Years,1411,2025-07-25
2024-07-27,Combined,18-64 Years,31344,2025-07-25
2024-07-27,Combined,65+ Years,21191,2025-07-25
2024-08-03,COVID-19,All Ages,65606,2025-08-01
2024-08-03,COVID-19,00-01 Years,6679,2025-08-01
2024-08-03,COVID-19,02-04 Years,1561,2025-08-01
2024-08-03,COVID-19,05-11 Years,1681,2025-08-01
2024-08-03,COVID-19,12-17 Years,1377,2025-08-01
2024-08-03,COVID-19,18-64 Years,32307,2025-08-01
2024-08-03,COVID-19,65+ Years,22001,2025-08-01
2024-08-03,Influenza,All Ages,3678,2025-08-01
2024-08-03,Influenza,00-01 Years,266,2025-08-01
2024-08-03,Influenza,02-04 Years,228,2025-08-01
2024-08-03,Influenza,05-11 Years,265,2025-08-01
2024-08-03,Influenza,12-17 Years,138,2025-08-01
2024-08-03,Influenza,18-64 Years,2053,2025-08-01
2024-08-03,Influenza,65+ Years,728,2025-08-01
2024-08-03,RSV,All Ages,374,2025-08-01
2024-08-03,RSV,00-01 Years,205,2025-08-01
2024-08-03,RSV,02-04 Years,66,2025-08-01
2024-08-03,RSV,05-11 Years,9,2025-08-01
2024-08-03,RSV,12-17 Years,2,2025-08-01
2024-08-03,RSV,18-64 Years,52,2025-08-01
2024-08-03,RSV,65+ Years,40,2025-08-01
2024-08-03,Combined,All Ages,69658,2025-08-01
2024-08-03,Combined,00-01 Years,7150,2025-08-01
2024-08-03,Combined,02-04 Years,1855,2025-08-01
2024-08-03,Combined,05-11 Years,1955,2025-08-01
2024-08-03,Combined,12-17 Years,1517,2025-08-01
2024-08-03,Combined,18-64 Years,34412,2025-08-01
2024-08-03,Combined,65+ Years,22769,2025-08-01
2024-08-10,COVID-19,All Ages,67511,2025-08-08
2024-08-10,COVID-19,00-01 Years,6860,2025-08-08
2024-08-10,COVID-19,02-04 Years,1603,2025-08-08
2024-08-10,COVID-19,05-11 Years,1944,2025-08-08
2024-08-10,COVID-19,12-17 Years,1622,2025-08-08
2024-08-10,COVID-19,18-64 Years,32676,2025-08-08
2024-08-10,COVID-19,65+ Years,22806,2025-08-08
2024-08-10,Influenza,All Ages,3740,2025-08-08
2024-08-10,Influenza,00-01 Years,241,2025-08-08
2024-08-10,Influenza,02-04 Years,275,2025-08-08
2024-08-10,Influenza,05-11 Years,293,2025-08-08
2024-08-10,Influenza,12-17 Years,178,2025-08-08
2024-08-10,Influenza,18-64 Years,2032,2025-08-08
2024-08-10,Influenza,65+ Years,721,2025-08-08
2024-08-10,RSV,All Ages,436,2025-08-08
2024-08-10,RSV,00-01 Years,239,2025-08-08
2024-08-10,RSV,02-04 Years,89,2025-08-08
2024-08-10,RSV,05-11 Years,15,2025-08-08
2024-08-10,RSV,12-17 Years,4,2025-08-08
2024-08-10,RSV,18-64 Years,47,2025-08-08
2024-08-10,RSV,65+ Years,42,2025-08-08
2024-08-10,Combined,All Ages,71687,2025-08-08
2024-08-10,Combined,00-01 Years,7340,2025-08-08
2024-08-10,Combined,02-04 Years,1967,2025-08-08
2024-08-10,Combined,05-11 Years,2252,2025-08-08
2024-08-10,Combined,12-17 Years,1804,2025-08-08
2024-08-10,Combined,18-64 Years,34755,2025-08-08
2024-08-10,Combined,65+ Years,23569,2025-08-08
2024-08-17,COVID-19,All Ages,69619,2025-08-15
2024-08-17,COVID-19,00-01 Years,6750,2025-08-15
2024-08-17,COVID-19,02-04 Years,1769,2025-08-15
2024-08-17,COVID-19,05-11 Years,2748,2025-08-15
2024-08-17,COVID-19,12-17 Years,2406,2025-08-15
2024-08-17,COVID-19,18-64 Years,32983,2025-08-15
2024-08-17,COVID-19,65+ Years,22963,2025-08-15
2024-08-17,Influenza,All Ages,3662,2025-08-15
2024-08-17,Influenza,00-01 Years,238,2025-08-15
2024-08-17,Influenza,02-04 Years,278,2025-08-15
2024-08-17,Influenza,05-11 Years,331,2025-08-15
2024-08-17,Influenza,12-17 Years,185,2025-08-15
2024-08-17,Influenza,18-64 Years,1984,2025-08-15
2024-08-17,Influenza,65+ Years,646,2025-08-15
2024-08-17,RSV,All Ages,472,2025-08-15
2024-08-17,RSV,00-01 Years,283,2025-08-15
2024-08-17,RSV,02-04 Years,77,2025-08-15
2024-08-17,RSV,05-11 Years,20,2025-08-15
2024-08-17,RSV,12-17 Years,2,2025-08-15
2024-08-17,RSV,18-64 Years,50,2025-08-15
2024-08-17,RSV,65+ Years,40,2025-08-15
2024-08-17,Combined,All Ages,73753,2025-08-15
2024-08-17,Combined,00-01 Years,7271,2025-08-15
2024-08-17,Combined,02-04 Years,2124,2025-08-15
2024-08-17,Combined,05-11 Years,3099,2025-08-15
2024-08-17,Combined,12-17 Years,2593,2025-08-15
2024-08-17,Combined,18-64 Years,35017,2025-08-15
2024-08-17,Combined,65+ Years,23649,2025-08-15
2024-08-24,COVID-19,All Ages,70148,2025-08-15
2024-08-24,COVID-19,00-01 Years,6877,2025-08-15
2024-08-24,COVID-19,02-04 Years,1888,2025-08-15
2024-08-24,COVID-19,05-11 Years,3728,2025-08-15
2024-08-24,COVID-19,12-17 Years,3257,2025-08-15
2024-08-24,COVID-19,18-64 Years,32438,2025-08-15
2024-08-24,COVID-19,65+ Years,21960,2025-08-15
2024-08-24,Influenza,All Ages,4218,2025-08-15
2024-08-24,Influenza,00-01 Years,326,2025-08-15
2024-08-24,Influenza,02-04 Years,355,2025-08-15
2024-08-24,Influenza,05-11 Years,511,2025-08-15
2024-08-24,Influenza,12-17 Years,290,2025-08-15
2024-08-24,Influenza,18-64 Years,2062,2025-08-15
2024-08-24,Influenza,65+ Years,674,2025-08-15
2024-08-24,RSV,All Ages,509,2025-08-15
2024-08-24,RSV,00-01 Years,276,2025-08-15
2024-08-24,RSV,02-04 Years,109,2025-08-15
2024-08-24,RSV,05-11 Years,27,2025-08-15
2024-08-24,RSV,12-17 Years,5,2025-08-15
2024-08-24,RSV,18-64 Years,59,2025-08-15
2024-08-24,RSV,65+ Years,33,2025-08-15
2024-08-24,Combined,All Ages,74875,2025-08-15
2024-08-24,Combined,00-01 Years,7479,2025-08-15
2024-08-24,Combined,02-04 Years,2352,2025-08-15
2024-08-24,Combined,05-11 Years,4266,2025-08-15
2024-08-24,Combined,12-17 Years,3552,2025-08-15
2024-08-24,Combined,18-64 Years,34559,2025-08-15
2024-08-24,Combined,65+ Years,22667,2025-08-15
2024-08-31,COVID-19,All Ages,66347,2025-08-15
2024-08-31,COVID-19,00-01 Years,6020,2025-08-15
2024-08-31,COVID-19,02-04 Years,1615,2025-08-15
2024-08-31,COVID-19,05-11 Years,3018,2025-08-15
2024-08-31,COVID-19,12-17 Years,3512,2025-08-15
2024-08-31,COVID-19,18-64 Years,30562,2025-08-15
2024-08-31,COVID-19,65+ Years,21620,2025-08-15
2024-08-31,Influenza,All Ages,4587,2025-08-15
2024-08-31,Influenza,00-01 Years,298,2025-08-15
2024-08-31,Influenza,02-04 Years,406,2025-08-15
2024-08-31,Influenza,05-11 Years,645,2025-08-15
2024-08-31,Influenza,12-17 Years,362,2025-08-15
2024-08-31,Influenza,18-64 Years,2194,2025-08-15
2024-08-31,Influenza,65+ Years,682,2025-08-15
2024-08-31,RSV,All Ages,632,2025-08-15
2024-08-31,RSV,00-01 Years,373,2025-08-15
2024-08-31,RSV,02-04 Years,113,2025-08-15
2024-08-31,RSV,05-11 Years,30,2025-08-15
2024-08-31,RSV,12-17 Years,6,2025-08-15
2024-08-31,RSV,18-64 Years,70,2025-08-15
2024-08-31,RSV,65+ Years,40,2025-08-15
2024-08-31,Combined,All Ages,71566,2025-08-15
2024-08-31,Combined,00-01 Years,6691,2025-08-15
2024-08-31,Combined,02-04 Years,2134,2025-08-15
2024-08-31,Combined,05-11 Years,3693,2025-08-15
2024-08-31,Combined,12-17 Years,3880,2025-08-15
2024-08-31,Combined,18-64 Years,32826,2025-08-15
2024-08-31,Combined,65+ Years,22342,2025-08-15
2024-09-07,COVID-19,All Ages,57622,2025-08-15
2024-09-07,COVID-19,00-01 Years,5096,2025-08-15
2024-09-07,COVID-19,02-04 Years,1223,2025-08-15
2024-09-07,COVID-19,05-11 Years,1905,2025-08-15
2024-09-07,COVID-19,12-17 Years,2529,2025-08-15
2024-09-07,COVID-19,18-64 Years,26821,2025-08-15
2024-09-07,COVID-19,65+ Years,20048,2025-08-15
2024-09-07,Influenza,All Ages,4753,2025-08-15
2024-09-07,Influenza,00-01 Years,298,2025-08-15
2024-09-07,Influenza,02-04 Years,410,2025-08-15
2024-09-07,Influenza,05-11 Years,619,2025-08-15
2024-09-07,Influenza,12-17 Years,397,2025-08-15
2024-09-07,Influenza,18-64 Years,2316,2025-08-15
2024-09-07,Influenza,65+ Years,713,2025-08-15
2024-09-07,RSV,All Ages,729,2025-08-15
2024-09-07,RSV,00-01 Years,419,2025-08-15
2024-09-07,RSV,02-04 Years,155,2025-08-15
2024-09-07,RSV,05-11 Years,36,2025-08-15
2024-09-07,RSV,12-17 Years,6,2025-08-15
2024-09-07,RSV,18-64 Years,64,2025-08-15
2024-09-07,RSV,65+ Years,49,2025-08-15
2024-09-07,Combined,All Ages,63104,2025-08-15
2024-09-07,Combined,00-01 Years,5813,2025-08-15
2024-09-07,Combined,02-04 Years,1788,2025-08-15
2024-09-07,Combined,05-11 Years,2560,2025-08-15
2024-09-07,Combined,12-17 Years,2932,2025-08-15
2024-09-07,Combined,18-64 Years,29201,2025-08-15
2024-09-07,Combined,65+ Years,20810,2025-08-15
2024-09-14,COVID-19,All Ages,48274,2025-08-15
2024-09-14,COVID-19,00-01 Years,3897,2025-08-15
2024-09-14,COVID-19,02-04 Years,984,2025-08-15
2024-09-14,COVID-19,05-11 Years,1479,2025-08-15
2024-09-14,COVID-19,12-17 Years,1946,2025-08-15
2024-09-14,COVID-19,18-64 Years,21919,2025-08-15
2024-09-14,COVID-19,65+ Years,18049,2025-08-15
2024-09-14,Influenza,All Ages,5099,2025-08-15
2024-09-14,Influenza,00-01 Years,364,2025-08-15
2024-09-14,Influenza,02-04 Years,454,2025-08-15
2024-09-14,Influenza,05-11 Years,750,2025-08-15
2024-09-14,Influenza,12-17 Years,372,2025-08-15
2024-09-14,Influenza,18-64 Years,2361,2025-08-15
2024-09-14,Influenza,65+ Years,798,2025-08-15
2024-09-14,RSV,All Ages,836,2025-08-15
2024-09-14,RSV,00-01 Years,460,2025-08-15
2024-09-14,RSV,02-04 Years,172,2025-08-15
2024-09-14,RSV,05-11 Years,62,2025-08-15
2024-09-14,RSV,12-17 Years,11,2025-08-15
2024-09-14,RSV,18-64 Years,92,2025-08-15
2024-09-14,RSV,65+ Years,39,2025-08-15
2024-09-14,Combined,All Ages,54209,2025-08-15
2024-09-14,Combined,00-01 Years,4721,2025-08-15
2024-09-14,Combined,02-04 Years,1610,2025-08-15
2024-09-14,Combined,05-11 Years,2291,2025-08-15
2024-09-14,Combined,12-17 Years,2329,2025-08-15
2024-09-14,Combined,18-64 Years,24372,2025-08-15
2024-09-14,Combined,65+ Years,18886,2025-08-15
2024-09-21,COVID-19,All Ages,39706,2025-08-15
2024-09-21,COVID-19,00-01 Years,2948,2025-08-15
2024-09-21,COVID-19,02-04 Years,739,2025-08-15
2024-09-21,COVID-19,05-11 Years,1005,2025-08-15
2024-09-21,COVID-19,12-17 Years,1393,2025-08-15
2024-09-21,COVID-19,18-64 Years,17879,2025-08-15
2024-09-21,COVID-19,65+ Years,15742,2025-08-15
2024-09-21,Influenza,All Ages,5336,2025-08-15
2024-09-21,Influenza,00-01 Years,383,2025-08-15
2024-09-21,Influenza,02-04 Years,473,2025-08-15
2024-09-21,Influenza,05-11 Years,808,2025-08-15
2024-09-21,Influenza,12-17 Years,412,2025-08-15
2024-09-21,Influenza,18-64 Years,2464,2025-08-15
2024-09-21,Influenza,65+ Years,796,2025-08-15
2024-09-21,RSV,All Ages,1067,2025-08-15
2024-09-21,RSV,00-01 Years,550,2025-08-15
2024-09-21,RSV,02-04 Years,262,2025-08-15
2024-09-21,RSV,05-11 Years,73,2025-08-15
2024-09-21,RSV,12-17 Years,7,2025-08-15
2024-09-21,RSV,18-64 Years,106,2025-08-15
2024-09-21,RSV,65+ Years,69,2025-08-15
2024-09-21,Combined,All Ages,46109,2025-08-15
2024-09-21,Combined,00-01 Years,3881,2025-08-15
2024-09-21,Combined,02-04 Years,1474,2025-08-15
2024-09-21,Combined,05-11 Years,1886,2025-08-15
2024-09-21,Combined,12-17 Years,1812,2025-08-15
2024-09-21,Combined,18-64 Years,20449,2025-08-15
2024-09-21,Combined,65+ Years,16607,2025-08-15
2024-09-28,COVID-19,All Ages,30072,2025-08-15
2024-09-28,COVID-19,00-01 Years,2128,2025-08-15
2024-09-28,COVID-19,02-04 Years,531,2025-08-15
2024-09-28,COVID-19,05-11 Years,602,2025-08-15
2024-09-28,COVID-19,12-17 Years,869,2025-08-15
2024-09-28,COVID-19,18-64 Years,13014,2025-08-15
2024-09-28,COVID-19,65+ Years,12928,2025-08-15
2024-09-28,Influenza,All Ages,5376,2025-08-15
2024-09-28,Influenza,00-01 Years,347,2025-08-15
2024-09-28,Influenza,02-04 Years,511,2025-08-15
2024-09-28,Influenza,05-11 Years,881,2025-08-15
2024-09-28,Influenza,12-17 Years,405,2025-08-15
2024-09-28,Influenza,18-64 Years,2409,2025-08-15
2024-09-28,Influenza,65+ Years,823,2025-08-15
2024-09-28,RSV,All Ages,1389,2025-08-15
2024-09-28,RSV,00-01 Years,741,2025-08-15
2024-09-28,RSV,02-04 Years,349,2025-08-15
2024-09-28,RSV,05-11 Years,106,2025-08-15
2024-09-28,RSV,12-17 Years,9,2025-08-15
2024-09-28,RSV,18-64 Years,111,2025-08-15
2024-09-28,RSV,65+ Years,73,2025-08-15
2024-09-28,Combined,All Ages,36837,2025-08-15
2024-09-28,Combined,00-01 Years,3216,2025-08-15
2024-09-28,Combined,02-04 Years,1391,2025-08-15
2024-09-28,Combined,05-11 Years,1589,2025-08-15
2024-09-28,Combined,12-17 Years,1283,2025-08-15
2024-09-28,Combined,18-64 Years,15534,2025-08-15
2024-09-28,Combined,65+ Years,13824,2025-08-15
2024-10-05,COVID-19,All Ages,22965,2025-08-15
2024-10-05,COVID-19,00-01 Years,1570,2025-08-15
2024-10-05,COVID-19,02-04 Years,402,2025-08-15
2024-10-05,COVID-19,05-11 Years,463,2025-08-15
2024-10-05,COVID-19,12-17 Years,582,2025-08-15
2024-10-05,COVID-19,18-64 Years,9785,2025-08-15
2024-10-05,COVID-19,65+ Years,10163,2025-08-15
2024-10-05,Influenza,All Ages,5452,2025-08-15
2024-10-05,Influenza,00-01 Years,398,2025-08-15
2024-10-05,Influenza,02-04 Years,532,2025-08-15
2024-10-05,Influenza,05-11 Years,897,2025-08-15
2024-10-05,Influenza,12-17 Years,418,2025-08-15
2024-10-05,Influenza,18-64 Years,2375,2025-08-15
2024-10-05,Influenza,65+ Years,832,2025-08-15
2024-10-05,RSV,All Ages,1814,2025-08-15
2024-10-05,RSV,00-01 Years,1023,2025-08-15
2024-10-05,RSV,02-04 Years,423,2025-08-15
2024-10-05,RSV,05-11 Years,133,2025-08-15
2024-10-05,RSV,12-17 Years,13,2025-08-15
2024-10-05,RSV,18-64 Years,134,2025-08-15
2024-10-05,RSV,65+ Years,88,2025-08-15
2024-10-05,Combined,All Ages,30231,2025-08-15
2024-10-05,Combined,00-01 Years,2991,2025-08-15
2024-10-05,Combined,02-04 Years,1357,2025-08-15
2024-10-05,Combined,05-11 Years,1493,2025-08-15
2024-10-05,Combined,12-17 Years,1013,2025-08-15
2024-10-05,Combined,18-64 Years,12294,2025-08-15
2024-10-05,Combined,65+ Years,11083,2025-08-15
2024-10-12,COVID-19,All Ages,18586,2025-08-15
2024-10-12,COVID-19,00-01 Years,1226,2025-08-15
2024-10-12,COVID-19,02-04 Years,309,2025-08-15
2024-10-12,COVID-19,05-11 Years,407,2025-08-15
2024-10-12,COVID-19,12-17 Years,422,2025-08-15
2024-10-12,COVID-19,18-64 Years,7797,2025-08-15
2024-10-12,COVID-19,65+ Years,8425,2025-08-15
2024-10-12,Influenza,All Ages,5856,2025-08-15
2024-10-12,Influenza,00-01 Years,384,2025-08-15
2024-10-12,Influenza,02-04 Years,573,2025-08-15
2024-10-12,Influenza,05-11 Years,981,2025-08-15
2024-10-12,Influenza,12-17 Years,447,2025-08-15
2024-10-12,Influenza,18-64 Years,2668,2025-08-15
2024-10-12,Influenza,65+ Years,803,2025-08-15
2024-10-12,RSV,All Ages,2369,2025-08-15
2024-10-12,RSV,00-01 Years,1334,2025-08-15
2024-10-12,RSV,02-04 Years,581,2025-08-15
2024-10-12,RSV,05-11 Years,156,2025-08-15
2024-10-12,RSV,12-17 Years,17,2025-08-15
2024-10-12,RSV,18-64 Years,179,2025-08-15
2024-10-12,RSV,65+ Years,102,2025-08-15
2024-10-12,Combined,All Ages,26811,2025-08-15
2024-10-12,Combined,00-01 Years,2944,2025-08-15
2024-10-12,Combined,02-04 Years,1463,2025-08-15
2024-10-12,Combined,05-11 Years,1544,2025-08-15
2024-10-12,Combined,12-17 Years,886,2025-08-15
2024-10-12,Combined,18-64 Years,10644,2025-08-15
2024-10-12,Combined,65+ Years,9330,2025-08-15
2024-10-19,COVID-19,All Ages,16111,2025-08-15
2024-10-19,COVID-19,00-01 Years,1144,2025-08-15
2024-10-19,COVID-19,02-04 Years,295,2025-08-15
2024-10-19,COVID-19,05-11 Years,355,2025-08-15
2024-10-19,COVID-19,12-17 Years,349,2025-08-15
2024-10-19,COVID-19,18-64 Years,6730,2025-08-15
2024-10-19,COVID-19,65+ Years,7238,2025-08-15
2024-10-19,Influenza,All Ages,6124,2025-08-15
2024-10-19,Influenza,00-01 Years,421,2025-08-15
2024-10-19,Influenza,02-04 Years,574,2025-08-15
2024-10-19,Influenza,05-11 Years,883,2025-08-15
2024-10-19,Influenza,12-17 Years,454,2025-08-15
2024-10-19,Influenza,18-64 Years,2869,2025-08-15
2024-10-19,Influenza,65+ Years,923,2025-08-15
2024-10-19,RSV,All Ages,2875,2025-08-15
2024-10-19,RSV,00-01 Years,1680,2025-08-15
2024-10-19,RSV,02-04 Years,654,2025-08-15
2024-10-19,RSV,05-11 Years,175,2025-08-15
2024-10-19,RSV,12-17 Years,19,2025-08-15
2024-10-19,RSV,18-64 Years,213,2025-08-15
2024-10-19,RSV,65+ Years,134,2025-08-15
2024-10-19,Combined,All Ages,25110,2025-08-15
2024-10-19,Combined,00-01 Years,3245,2025-08-15
2024-10-19,Combined,02-04 Years,1523,2025-08-15
2024-10-19,Combined,05-11 Years,1413,2025-08-15
2024-10-19,Combined,12-17 Years,822,2025-08-15
2024-10-19,Combined,18-64 Years,9812,2025-08-15
2024-10-19,Combined,65+ Years,8295,2025-08-15
2024-10-26,COVID-19,All Ages,16071,2025-08-15
2024-10-26,COVID-19,00-01 Years,1206,2025-08-15
2024-10-26,COVID-19,02-04 Years,287,2025-08-15
2024-10-26,COVID-19,05-11 Years,400,2025-08-15
2024-10-26,COVID-19,12-17 Years,405,2025-08-15
2024-10-26,COVID-19,18-64 Years,6715,2025-08-15
2024-10-26,COVID-19,65+ Years,7058,2025-08-15
